order_id,order_date,customer_id,product,category,units,unit_price,channel
ORD-52619,2025-05-03,C1354,Down Jacket,outerwear,1,223.98,Web
ORD-52918,2025-05-03,C1399,Approach Shoe,footwear,3,149.36,Retail
ORD-50065,2025-05-04,C1014,Trekking Poles,hardware,2,98.38,web
ORD-50428,2025-05-04,C1064,Expedition Pack 65L,packs,17,352.87,web
ORD-50491,2025-05-04,C1071,Rain Shell,outerwear,1,159.55,Web
ORD-50580,2025-05-04,C1084,Headlamp,hardware,12,43.15,Retail
ORD-50633,2025-05-04,C1089,Trail Runner,footwear,2,129.7,retail
ORD-51950,2025-05-04,C1265,Approach Shoe,footwear,5,152.04,retail
ORD-52411,2025-05-04,C1324,Hiking Sock,apparel,9,18.5,Web
ORD-52743,2025-05-04,C1376,Hiking Sock,apparel,6,18.74,web
ORD-50059,2025-05-05,C1013,Approach Shoe,footwear,1,149.57,Retail
ORD-50709,2025-05-05,C1097,Approach Shoe,footwear,4,153.21,partner
ORD-51069,2025-05-05,C1139,Expedition Pack 65L,packs,1,337.23,web
ORD-51431,2025-05-05,C1197,Daypack 22L,packs,1,112.92,retail
ORD-51553,2025-05-05,C1214,Approach Shoe,footwear,6,155.4,web
ORD-51928,2025-05-05,C1265,Rain Shell,outerwear,16,159.53,retail
ORD-52024,2025-05-05,C1274,Base Layer,apparel,4,48.26,web
ORD-52068,2025-05-05,C1284,Rain Shell,outerwear,2,156.84,retail
ORD-50127,2025-05-06,C1021,Hiking Sock,apparel,3,18.3,web
ORD-50437,2025-05-06,C1064,Rain Shell,outerwear,6,155.32,partner
ORD-50602,2025-05-06,C1084,Headlamp,hardware,3,41.15,retail
ORD-50729,2025-05-06,C1101,Approach Shoe,footwear,13,150.85,partner
ORD-50752,2025-05-06,C1102,Rain Shell,outerwear,7,160.65, retail
ORD-50762,2025-05-06,C1103,Trekking Poles,hardware,4,92.34,web
ORD-50984,2025-05-06,C1129,Headlamp,hardware,3,41.24,web
ORD-52327,2025-05-06,C1312,Trekking Poles,hardware,2,92.31,Retail
ORD-52781,2025-05-06,C1379,Trekking Poles,hardware,16,98.43,retail
ORD-50351,2025-05-07,C1056,Trail Runner,footwear,3,124.77,Web
ORD-50969,2025-05-07,C1128,Base Layer,apparel,10,51.6,partner
ORD-51365,2025-05-07,C1186,Trekking Poles,hardware,3,93.67,partner
ORD-51896,2025-05-07,C1261,Hiking Sock,apparel,2,17.8,web
ORD-51042,2025-05-08,C1137,Rain Shell,outerwear,7,151.68, retail
ORD-51672,2025-05-08,C1230,Base Layer,apparel,8,49.43, retail
ORD-52025,2025-05-08,C1274,Approach Shoe,footwear,11,148.2,partner
ORD-52394,2025-05-08,C1323,Daypack 22L,packs,4,110.89,Retail
ORD-52874,2025-05-08,C1392,Headlamp,hardware,4,41.72,web
ORD-50124,2025-05-09,C1021,Approach Shoe,footwear,1,151.51,retail
ORD-50373,2025-05-09,C1057,Approach Shoe,footwear,8,156.28,Partner
ORD-50804,2025-05-09,C1110,Expedition Pack 65L,packs,,351.84,web
ORD-51028,2025-05-09,C1137,Trail Runner,footwear,8,128.52,retail
ORD-51176,2025-05-09,C1156,Hiking Sock,apparel,5,18.34,WEB 
ORD-51231,2025-05-09,C1164,Hiking Sock,apparel,6,18.17,Retail
ORD-51330,2025-05-09,C1179,Hiking Sock,apparel,2,17.78,partner
ORD-51503,2025-05-09,C1204,Trail Runner,footwear,5,132.04,partner
ORD-51503,2025-05-09,C1204,Trail Runner,footwear,5,132.04,partner
ORD-51914,2025-05-09,C1264,Trail Runner,footwear,6,123.96, retail
ORD-52475,2025-05-09,C1337,Rain Shell,outerwear,5,156.17,web
ORD-52497,2025-05-09,C1341,Trekking Poles,hardware,3,99.21,WEB 
ORD-52562,2025-05-09,C1348,Trekking Poles,hardware,2,94.36,partner
ORD-50177,2025-05-10,C1033,Base Layer,apparel,1,49.8,web
ORD-50468,2025-05-10,C1066,Down Jacket,outerwear,2,224.04,partner
ORD-50469,2025-05-10,C1066,Trekking Poles,hardware,1,95.71,Web
ORD-50721,2025-05-10,C1099,Approach Shoe,footwear,1,148.92,web
ORD-50945,2025-05-10,C1128,Trekking Poles,hardware,5,98.03,web
ORD-51007,2025-05-10,C1134,Trail Runner,footwear,3,123.93,retail
ORD-51200,2025-05-10,C1159,Trekking Poles,hardware,1,96.64,Retail
ORD-51826,2025-05-10,C1254,Base Layer,apparel,12,51.59,web
ORD-51881,2025-05-10,C1260,Trekking Poles,hardware,12,93.16,partner
ORD-52075,2025-05-10,C1284,Hiking Sock,apparel,4,18.39,retail
ORD-52297,2025-05-10,C1307,Daypack 22L,packs,2,108.83,retail
ORD-52376,2025-05-10,C1319,Rain Shell,outerwear,1,149.96,WEB 
ORD-52652,2025-05-10,C1359,Headlamp,hardware,1,40.62,web
ORD-52710,2025-05-10,C1369,Rain Shell,outerwear,,161.36,retail
ORD-50121,2025-05-11,C1021,Expedition Pack 65L,packs,2,336.6,retail
ORD-50502,2025-05-11,C1073,Approach Shoe,footwear,2,158.82,partner
ORD-50543,2025-05-11,C1077,Approach Shoe,footwear,1,153.76,web
ORD-50547,2025-05-11,C1079,Expedition Pack 65L,packs,2,345.51,retail
ORD-50600,2025-05-11,C1084,Base Layer,apparel,9,51.05,retail
ORD-50806,2025-05-11,C1110,Hiking Sock,apparel,1,18.62,retail
ORD-51167,2025-05-11,C1156,Approach Shoe,footwear,6,153.38,retail
ORD-51244,2025-05-11,C1167,Base Layer,apparel,10,48.53,retail
ORD-51366,2025-05-11,C1186,Daypack 22L,packs,1,109.02,Web
ORD-51366,2025-05-11,C1186,Daypack 22L,packs,1,109.02,Web
ORD-51428,2025-05-11,C1196,Down Jacket,outerwear,6,230.09,retail
ORD-51577,2025-05-11,C1220,Rain Shell,outerwear,1,152.82,retail
ORD-52245,2025-05-11,C1302,Down Jacket,outerwear,2,230.36,Retail
ORD-52706,2025-05-11,C1367,Trekking Poles,hardware,2,92.28,WEB 
ORD-52823,2025-05-11,C1386,Base Layer,apparel,2,48.21,Web
ORD-50244,2025-05-12,C1040,Rain Shell,outerwear,8,152.84,web
ORD-50488,2025-05-12,C1071,Hiking Sock,apparel,3,18.09,Partner
ORD-50731,2025-05-12,C1101,Trail Runner,footwear,9,129.73,partner
ORD-50866,2025-05-12,C1117,Headlamp,hardware,7,40.89,retail
ORD-51030,2025-05-12,C1137,Expedition Pack 65L,packs,7,333.91, retail
ORD-51065,2025-05-12,C1139,Down Jacket,outerwear,1,226.33,Web
ORD-51454,2025-05-12,C1199,Daypack 22L,packs,6,114.06,partner
ORD-51527,2025-05-12,C1208,Daypack 22L,packs,7,116.29,Partner
ORD-51980,2025-05-12,C1270,Daypack 22L,packs,27,115.17,partner
ORD-52315,2025-05-12,C1309,Expedition Pack 65L,packs,1,345.26,web
ORD-50592,2025-05-13,C1084,Base Layer,apparel,12,50.45,retail
ORD-50862,2025-05-13,C1117,Approach Shoe,footwear,8,149.13,web
ORD-51035,2025-05-13,C1137,Base Layer,apparel,10,49.17,web
ORD-51240,2025-05-13,C1166,Trail Runner,footwear,1,132.82,Retail
ORD-51275,2025-05-13,C1170,Trekking Poles,hardware,2,93.31,Partner
ORD-51285,2025-05-13,C1173,Trail Runner,footwear,3,129.37,partner
ORD-51295,2025-05-13,C1175,Approach Shoe,footwear,10,150.78,retail
ORD-51439,2025-05-13,C1199,Base Layer,apparel,3,49.68,WEB 
ORD-52888,2025-05-13,C1396,Headlamp,hardware,3,42.58,WEB 
ORD-50049,2025-05-14,C1011,Headlamp,hardware,2,41.45,Web
ORD-50062,2025-05-14,C1014,Daypack 22L,packs,1,107.66,Retail
ORD-50548,2025-05-14,C1079,Rain Shell,outerwear,2,160.42,WEB 
ORD-51678,2025-05-14,C1230,Approach Shoe,footwear,16,152.28,web
ORD-51721,2025-05-14,C1239,Daypack 22L,packs,4,109.58,retail
ORD-51977,2025-05-14,C1270,Trail Runner,footwear,13,122.9,web
ORD-52493,2025-05-14,C1341,Down Jacket,outerwear,2,227.07,web
ORD-52600,2025-05-14,C1353,Down Jacket,outerwear,8,233.38,Retail
ORD-50248,2025-05-15,C1040,Approach Shoe,footwear,2,157.05,retail
ORD-51673,2025-05-15,C1230,Hiking Sock,apparel,11,18.65,web
ORD-51741,2025-05-15,C1242,Headlamp,hardware,2,43.16,web
ORD-51800,2025-05-15,C1251,Rain Shell,outerwear,1,154.07,Partner
ORD-52864,2025-05-15,C1390,Base Layer,apparel,1,51.17,retail
ORD-52884,2025-05-15,C1395,Down Jacket,outerwear,1,233.74,retail
ORD-50388,2025-05-16,C1059,Headlamp,hardware,2,42.53,Web
ORD-50466,2025-05-16,C1065,Headlamp,hardware,12,40.81,web
ORD-50511,2025-05-16,C1075,Rain Shell,outerwear,4,149.86,partner
ORD-50765,2025-05-16,C1103,Headlamp,hardware,1,43.08,retail
ORD-50948,2025-05-16,C1128,Trail Runner,footwear,9,126.77,partner
ORD-51121,2025-05-16,C1151,Trekking Poles,hardware,8,95.18,partner
ORD-51238,2025-05-16,C1165,Rain Shell,outerwear,3,149.04,Retail
ORD-51410,2025-05-16,C1193,Base Layer,apparel,1,49.77, retail
ORD-51605,2025-05-16,C1221,Approach Shoe,footwear,10,158.42,Partner
ORD-51624,2025-05-16,C1223,Down Jacket,outerwear,5,228.79,partner
ORD-51664,2025-05-16,C1230,Headlamp,hardware,8,42.73,Web
ORD-52242,2025-05-16,C1302,Trail Runner,footwear,1,129.97,retail
ORD-52317,2025-05-16,C1309,Headlamp,hardware,4,43.49,partner
ORD-52448,2025-05-16,C1327,Hiking Sock,apparel,8,19.13,web
ORD-52480,2025-05-16,C1337,Approach Shoe,footwear,3,152.98,web
ORD-52558,2025-05-16,C1348,Trekking Poles,hardware,4,95.3,partner
ORD-52873,2025-05-16,C1392,Trail Runner,footwear,5,123.88,retail
ORD-50324,2025-05-17,C1052,Down Jacket,outerwear,1,228.82,Retail
ORD-50775,2025-05-17,C1106,Approach Shoe,footwear,4,152.94,web
ORD-51243,2025-05-17,C1167,Down Jacket,outerwear,8,231.92,retail
ORD-51292,2025-05-17,C1175,Approach Shoe,footwear,6,158.75,Partner
ORD-51681,2025-05-17,C1232,Headlamp,hardware,2,41.68,retail
ORD-51796,2025-05-17,C1250,Daypack 22L,packs,2,113.4,partner
ORD-51875,2025-05-17,C1260,Trekking Poles,hardware,13,95.37,Web
ORD-51986,2025-05-17,C1270,Headlamp,hardware,7,41.99,Retail
ORD-52080,2025-05-17,C1284,Daypack 22L,packs,1,115.26,Web
ORD-52346,2025-05-17,C1315,Headlamp,hardware,1,43.67,retail
ORD-52442,2025-05-17,C1327,Daypack 22L,packs,6,108.83,Partner
ORD-52794,2025-05-17,C1379,Hiking Sock,apparel,14,19.23,Web
ORD-50212,2025-05-18,C1038,Rain Shell,outerwear,3,149.41,Retail
ORD-50256,2025-05-18,C1040,Base Layer,apparel,12,51.62,web
ORD-50382,2025-05-18,C1057,Headlamp,hardware,7,43.13,web
ORD-50505,2025-05-18,C1074,Rain Shell,outerwear,3,158.95,Retail
ORD-50535,2025-05-18,C1076,Trail Runner,footwear,10,123.67,Web
ORD-51266,2025-05-18,C1167,Headlamp,hardware,6,42.79,web
ORD-51596,2025-05-18,C1221,Trail Runner,footwear,7,123.72,retail
ORD-51717,2025-05-18,C1238,Trail Runner,footwear,1,131.8,retail
ORD-51973,2025-05-18,C1270,Trail Runner,footwear,15,126.06,Web
ORD-52140,2025-05-18,C1290,Expedition Pack 65L,packs,1,336.44,web
ORD-52422,2025-05-18,C1326,Rain Shell,outerwear,4,151.49,Retail
ORD-52490,2025-05-18,C1340,Daypack 22L,packs,1,110.5,retail
ORD-50319,2025-05-19,C1052,Trekking Poles,hardware,1,95.69,web
ORD-50442,2025-05-19,C1064,Rain Shell,outerwear,6,157.42,partner
ORD-50520,2025-05-19,C1076,Rain Shell,outerwear,9,149.62,Retail
ORD-50664,2025-05-19,C1093,Hiking Sock,apparel,6,19.13,web
ORD-50768,2025-05-19,C1103,Rain Shell,outerwear,2,157.05,WEB 
ORD-51237,2025-05-19,C1165,Trekking Poles,hardware,1,93.41,retail
ORD-51518,2025-05-19,C1207,Trekking Poles,hardware,2,96.43,retail
ORD-51586,2025-05-19,C1221,Trekking Poles,hardware,6,99.8,web
ORD-51845,2025-05-19,C1255,Hiking Sock,apparel,1,18.94,web
ORD-52045,2025-05-19,C1279,Trail Runner,footwear,3,132.34,partner
ORD-50224,2025-05-20,C1039,Base Layer,apparel,9,48.33,retail
ORD-50436,2025-05-20,C1064,Approach Shoe,footwear,12,159.67,retail
ORD-50628,2025-05-20,C1089,Approach Shoe,footwear,1,149.64,web
ORD-50835,2025-05-20,C1114,Expedition Pack 65L,packs,3,347.46,web
ORD-50887,2025-05-20,C1119,Trail Runner,footwear,3,130.15,web
ORD-51403,2025-05-20,C1191,Trail Runner,footwear,1,123.63,Retail
ORD-51414,2025-05-20,C1194,Rain Shell,outerwear,1,158.01,WEB 
ORD-51594,2025-05-20,C1221,Rain Shell,outerwear,9,156.82,Retail
ORD-52067,2025-05-20,C1283,Hiking Sock,apparel,1,18.79,Web
ORD-52507,2025-05-20,C1342,Hiking Sock,apparel,1,17.82,Web
ORD-52608,2025-05-20,C1353,Approach Shoe,footwear,3,148.5,retail
ORD-51279,2025-05-21,C1171,Trekking Poles,hardware,3,92.44,retail
ORD-51550,2025-05-21,C1214,Rain Shell,outerwear,4,150.94,web
ORD-51764,2025-05-21,C1246,Base Layer,apparel,3,47.99,retail
ORD-51927,2025-05-21,C1265,Approach Shoe,footwear,15,148.58,Retail
ORD-51971,2025-05-21,C1270,Base Layer,apparel,7,49.97,retail
ORD-52512,2025-05-21,C1343,Approach Shoe,footwear,4,153.13,WEB 
ORD-50099,2025-05-22,C1019,Hiking Sock,apparel,17,17.82,web
ORD-50794,2025-05-22,C1108,Approach Shoe,footwear,1,151.62,retail
ORD-50929,2025-05-22,C1125,Headlamp,hardware,9,41.17, retail
ORD-50954,2025-05-22,C1128,Rain Shell,outerwear,7,149.59,retail
ORD-51602,2025-05-22,C1221,Approach Shoe,footwear,13,159.1,retail
ORD-52124,2025-05-22,C1289,Rain Shell,outerwear,12,155.75,partner
ORD-50439,2025-05-23,C1064,Trekking Poles,hardware,6,96.94,web
ORD-50492,2025-05-23,C1071,Base Layer,apparel,3,50.34,Partner
ORD-52070,2025-05-23,C1284,Expedition Pack 65L,packs,3,349.13,WEB 
ORD-52213,2025-05-23,C1298,Daypack 22L,packs,5,116.11,retail
ORD-52685,2025-05-23,C1365,Base Layer,apparel,4,51.68,retail
ORD-52709,2025-05-23,C1369,Expedition Pack 65L,packs,1,331.09,Web
ORD-52836,2025-05-23,C1389,Trekking Poles,hardware,8,96.71,retail
ORD-50029,2025-05-24,C1006,Rain Shell,outerwear,1,155.22,web
ORD-50234,2025-05-24,C1039,Daypack 22L,packs,15,116.39,web
ORD-50582,2025-05-24,C1084,Approach Shoe,footwear,,149.96,partner
ORD-50943,2025-05-24,C1127,Headlamp,hardware,1,43.35,web
ORD-51298,2025-05-24,C1175,Base Layer,apparel,7,49.94,partner
ORD-51660,2025-05-24,C1230,Daypack 22L,packs,10,108.31, retail
ORD-51815,2025-05-24,C1253,Trail Runner,footwear,1,128.86,web
ORD-51960,2025-05-24,C1268,Approach Shoe,footwear,1,154.03,partner
ORD-52120,2025-05-24,C1289,Trekking Poles,hardware,7,93.29,Web
ORD-52374,2025-05-24,C1319,Trail Runner,footwear,1,127.51,partner
ORD-52398,2025-05-24,C1324,Trekking Poles,hardware,5,99.68,WEB 
ORD-50262,2025-05-25,C1040,Trail Runner,footwear,,124.64,web
ORD-50308,2025-05-25,C1049,Trekking Poles,hardware,5,98.49,web
ORD-50413,2025-05-25,C1064,Headlamp,hardware,7,43.34,Retail
ORD-50508,2025-05-25,C1074,Expedition Pack 65L,packs,1,341.85,retail
ORD-50572,2025-05-25,C1082,Approach Shoe,footwear,2,150.2,Partner
ORD-50921,2025-05-25,C1124,Down Jacket,outerwear,1,220.91,web
ORD-51342,2025-05-25,C1181,Expedition Pack 65L,packs,1,347.13,retail
ORD-51854,2025-05-25,C1255,Down Jacket,outerwear,1,223.25,web
ORD-52007,2025-05-25,C1273,Approach Shoe,footwear,1,151.42,retail
ORD-52078,2025-05-25,C1284,Down Jacket,outerwear,5,224.35,web
ORD-52089,2025-05-25,C1284,Approach Shoe,footwear,13,159.35,web
ORD-52305,2025-05-25,C1307,Hiking Sock,apparel,3,17.97,Retail
ORD-52509,2025-05-25,C1343,Headlamp,hardware,9,42.81,Retail
ORD-52589,2025-05-25,C1353,Trekking Poles,hardware,7,95.45,web
ORD-52764,2025-05-25,C1377,Trail Runner,footwear,4,128.38,web
ORD-52839,2025-05-25,C1389,Base Layer,apparel,7,48.14,Retail
ORD-50116,2025-05-26,C1020,Hiking Sock,apparel,1,18.46,Partner
ORD-50336,2025-05-26,C1054,Base Layer,apparel,2,48.93,retail
ORD-50914,2025-05-26,C1123,Trekking Poles,hardware,7,95.25,Partner
ORD-51368,2025-05-26,C1187,Down Jacket,outerwear,11,222.82,Retail
ORD-51637,2025-05-26,C1225,Base Layer,apparel,5,51.46,Web
ORD-51733,2025-05-26,C1239,Trail Runner,footwear,6,128.86,retail
ORD-52285,2025-05-26,C1305,Hiking Sock,apparel,2,19.17,partner
ORD-50031,2025-05-27,C1006,Daypack 22L,packs,2,113.86,web
ORD-50286,2025-05-27,C1044,Base Layer,apparel,2,49.48,Retail
ORD-50348,2025-05-27,C1056,Trekking Poles,hardware,3,94.69,Retail
ORD-52447,2025-05-27,C1327,Trail Runner,footwear,4,127.17,web
ORD-52759,2025-05-27,C1377,Trekking Poles,hardware,2,97.82,web
ORD-52809,2025-05-27,C1384,Expedition Pack 65L,packs,3,333.16,web
ORD-50293,2025-05-28,C1047,Trail Runner,footwear,1,131.07,retail
ORD-50613,2025-05-28,C1086,Base Layer,apparel,5,51.5,web
ORD-50809,2025-05-28,C1110,Base Layer,apparel,3,50.54,web
ORD-51367,2025-05-28,C1186,Trail Runner,footwear,4,129.17,Retail
ORD-51374,2025-05-28,C1187,Base Layer,apparel,10,49.2,Retail
ORD-51636,2025-05-28,C1225,Down Jacket,outerwear,,231.54,partner
ORD-52701,2025-05-28,C1367,Rain Shell,outerwear,3,159.63,Retail
ORD-52711,2025-05-28,C1369,Down Jacket,outerwear,3,218.73,web
ORD-50114,2025-05-29,C1020,Hiking Sock,apparel,1,17.82,web
ORD-50147,2025-05-29,C1025,Hiking Sock,apparel,6,18.93,web
ORD-50588,2025-05-29,C1084,Down Jacket,outerwear,11,222.68,web
ORD-50720,2025-05-29,C1099,Daypack 22L,packs,1,115.34,partner
ORD-52134,2025-05-29,C1289,Rain Shell,outerwear,12,155.71,web
ORD-52354,2025-05-29,C1317,Trekking Poles,hardware,4,93.88,web
ORD-52674,2025-05-29,C1363,Headlamp,hardware,3,43.42, retail
ORD-52852,2025-05-29,C1389,Base Layer,apparel,7,51.53,web
ORD-50571,2025-05-30,C1082,Down Jacket,outerwear,1,231.19,Partner
ORD-50890,2025-05-30,C1119,Down Jacket,outerwear,6,218.94,partner
ORD-52066,2025-05-30,C1283,Trail Runner,footwear,2,124.39,Retail
ORD-52126,2025-05-30,C1289,Base Layer,apparel,8,48.64,retail
ORD-52414,2025-05-30,C1324,Trail Runner,footwear,6,130.89, retail
ORD-52502,2025-05-30,C1341,Trail Runner,footwear,2,130.34,retail
ORD-52563,2025-05-30,C1348,Hiking Sock,apparel,3,19.07,Retail
ORD-52617,2025-05-30,C1354,Expedition Pack 65L,packs,2,338.02,web
ORD-52838,2025-05-30,C1389,Base Layer,apparel,6,48.9,partner
ORD-50066,2025-05-31,C1014,Approach Shoe,footwear,4,148.58,web
ORD-50178,2025-05-31,C1033,Trail Runner,footwear,1,124.3,WEB 
ORD-50443,2025-05-31,C1064,Daypack 22L,packs,9,113.48,Retail
ORD-50485,2025-05-31,C1071,Trekking Poles,hardware,3,94.91,retail
ORD-50549,2025-05-31,C1079,Daypack 22L,packs,1,108.84,Web
ORD-50585,2025-05-31,C1084,Trail Runner,footwear,11,124.95,retail
ORD-50748,2025-05-31,C1102,Expedition Pack 65L,packs,4,342.95,Partner
ORD-50985,2025-05-31,C1129,Approach Shoe,footwear,2,160.02,WEB 
ORD-51758,2025-05-31,C1244,Daypack 22L,packs,1,111.78,WEB 
ORD-51911,2025-05-31,C1264,Approach Shoe,footwear,1,150.78,web
ORD-52350,2025-05-31,C1316,Approach Shoe,footwear,2,159.24,partner
ORD-50616,2025-06-01,C1087,Trail Runner,footwear,4,127.07,partner
ORD-50653,2025-06-01,C1091,Headlamp,hardware,4,41.87,Retail
ORD-50899,2025-06-01,C1123,Trekking Poles,hardware,6,98.04,partner
ORD-51597,2025-06-01,C1221,Base Layer,apparel,8,51.36,web
ORD-52846,2025-06-01,C1389,Approach Shoe,footwear,7,158.37,retail
ORD-50227,2025-06-02,C1039,Trekking Poles,hardware,,94.94,WEB 
ORD-50626,2025-06-02,C1089,Hiking Sock,apparel,4,17.85,Retail
ORD-50718,2025-06-02,C1099,Hiking Sock,apparel,2,18.41, retail
ORD-50989,2025-06-02,C1130,Headlamp,hardware,1,43.55,Web
ORD-51831,2025-06-02,C1254,Trekking Poles,hardware,15,95.63,Web
ORD-51910,2025-06-02,C1263,Base Layer,apparel,,51.78,WEB 
ORD-52004,2025-06-02,C1273,Trekking Poles,hardware,7,99.15,Web
ORD-50622,2025-06-03,C1088,Base Layer,apparel,2,51.36,web
ORD-51159,2025-06-03,C1156,Headlamp,hardware,4,40.85,web
ORD-51446,2025-06-03,C1199,Rain Shell,outerwear,10,157.08,partner
ORD-51904,2025-06-03,C1262,Hiking Sock,apparel,,18.17,partner
ORD-52133,2025-06-03,C1289,Expedition Pack 65L,packs,9,346.84,web
ORD-52202,2025-06-03,C1297,Down Jacket,outerwear,1,233.08,WEB 
ORD-52847,2025-06-03,C1389,Headlamp,hardware,6,40.78,web
ORD-50247,2025-06-04,C1040,Expedition Pack 65L,packs,10,345.2,retail
ORD-50301,2025-06-04,C1049,Hiking Sock,apparel,1,17.88,web
ORD-50303,2025-06-04,C1049,Expedition Pack 65L,packs,5,341.01,web
ORD-50412,2025-06-04,C1064,Down Jacket,outerwear,6,227.59, retail
ORD-50454,2025-06-04,C1065,Trail Runner,footwear,8,131.74,Web
ORD-51411,2025-06-04,C1193,Expedition Pack 65L,packs,1,333.56,web
ORD-51837,2025-06-04,C1254,Daypack 22L,packs,8,107.95,retail
ORD-52445,2025-06-04,C1327,Expedition Pack 65L,packs,5,346.17,web
ORD-52762,2025-06-04,C1377,Rain Shell,outerwear,1,153.92,web
ORD-50603,2025-06-05,C1084,Hiking Sock,apparel,7,19.05,web
ORD-51155,2025-06-05,C1156,Trekking Poles,hardware,6,95.14,partner
ORD-51265,2025-06-05,C1167,Trail Runner,footwear,7,125.41,partner
ORD-51449,2025-06-05,C1199,Hiking Sock,apparel,11,18.87,web
ORD-51649,2025-06-05,C1228,Headlamp,hardware,1,41.01,web
ORD-51650,2025-06-05,C1228,Hiking Sock,apparel,1,18.18,web
ORD-51665,2025-06-05,C1230,Approach Shoe,footwear,9,153.64,web
ORD-51968,2025-06-05,C1270,Down Jacket,outerwear,,232.9,retail
ORD-52091,2025-06-05,C1284,Headlamp,hardware,6,43.23,web
ORD-52100,2025-06-05,C1287,Approach Shoe,footwear,7,150.13,Retail
ORD-52219,2025-06-05,C1300,Base Layer,apparel,,49.14,Web
ORD-52621,2025-06-05,C1354,Trekking Poles,hardware,1,96.65,retail
ORD-52724,2025-06-05,C1371,Hiking Sock,apparel,3,18.37,retail
ORD-50220,2025-06-06,C1039,Headlamp,hardware,9,42.36,retail
ORD-50239,2025-06-06,C1040,Base Layer,apparel,7,49.57,Retail
ORD-50279,2025-06-06,C1044,Approach Shoe,footwear,3,153.59,retail
ORD-50444,2025-06-06,C1064,Base Layer,apparel,5,51.1,partner
ORD-51086,2025-06-06,C1144,Rain Shell,outerwear,1,159.13,retail
ORD-51459,2025-06-06,C1199,Down Jacket,outerwear,8,219.46,web
ORD-51729,2025-06-06,C1239,Trekking Poles,hardware,1,98.0,partner
ORD-52047,2025-06-06,C1279,Base Layer,apparel,5,50.1,retail
ORD-52216,2025-06-06,C1300,Approach Shoe,footwear,4,155.53,web
ORD-52862,2025-06-06,C1390,Headlamp,hardware,1,43.02,WEB 
ORD-50014,2025-06-07,C1005,Down Jacket,outerwear,10,233.27,web
ORD-50230,2025-06-07,C1039,Approach Shoe,footwear,10,151.31,Web
ORD-51029,2025-06-07,C1137,Hiking Sock,apparel,11,18.04,WEB 
ORD-51196,2025-06-07,C1158,Hiking Sock,apparel,4,19.13,Retail
ORD-51771,2025-06-07,C1248,Trekking Poles,hardware,1,95.41,web
ORD-51806,2025-06-07,C1252,Trail Runner,footwear,5,123.18,web
ORD-52166,2025-06-07,C1295,Rain Shell,outerwear,2,156.86,WEB 
ORD-52421,2025-06-07,C1326,Headlamp,hardware,1,42.7,Partner
ORD-52522,2025-06-07,C1343,Down Jacket,outerwear,5,231.45,Retail
ORD-52802,2025-06-07,C1382,Down Jacket,outerwear,2,226.95,Partner
ORD-50562,2025-06-08,C1081,Base Layer,apparel,3,50.21,Web
ORD-50583,2025-06-08,C1084,Expedition Pack 65L,packs,15,332.96,web
ORD-51613,2025-06-08,C1222,Trail Runner,footwear,4,129.41,retail
ORD-51622,2025-06-08,C1223,Down Jacket,outerwear,7,233.6,web
ORD-52107,2025-06-08,C1287,Trail Runner,footwear,9,130.29,web
ORD-52535,2025-06-08,C1345,Rain Shell,outerwear,2,157.03,retail
ORD-52828,2025-06-08,C1388,Headlamp,hardware,10,41.66,web
ORD-50342,2025-06-09,C1054,Daypack 22L,packs,3,110.08,Web
ORD-50483,2025-06-09,C1070,Base Layer,apparel,1,51.33,web
ORD-50539,2025-06-09,C1076,Headlamp,hardware,15,43.54,Web
ORD-50631,2025-06-09,C1089,Hiking Sock,apparel,5,18.97,retail
ORD-51466,2025-06-09,C1200,Hiking Sock,apparel,1,17.93,Web
ORD-51931,2025-06-09,C1265,Rain Shell,outerwear,12,149.25,Retail
ORD-52871,2025-06-09,C1392,Daypack 22L,packs,3,113.81,web
ORD-50321,2025-06-10,C1052,Headlamp,hardware,1,42.04,retail
ORD-50910,2025-06-10,C1123,Daypack 22L,packs,5,115.43,Web
ORD-50958,2025-06-10,C1128,Rain Shell,outerwear,3,156.38, retail
ORD-50971,2025-06-10,C1128,Trail Runner,footwear,4,132.22,web
ORD-51219,2025-06-10,C1162,Trekking Poles,hardware,4,99.15,partner
ORD-51933,2025-06-10,C1265,Base Layer,apparel,11,49.65,Web
ORD-51992,2025-06-10,C1272,Rain Shell,outerwear,3,153.91,web
ORD-52158,2025-06-10,C1294,Hiking Sock,apparel,4,18.77,partner
ORD-52254,2025-06-10,C1303,Expedition Pack 65L,packs,11,333.47,retail
ORD-52267,2025-06-10,C1303,Trekking Poles,hardware,6,93.38,web
ORD-50081,2025-06-11,C1017,Base Layer,apparel,3,48.51,Retail
ORD-50495,2025-06-11,C1072,Down Jacket,outerwear,1,230.01,web
ORD-50789,2025-06-11,C1108,Rain Shell,outerwear,3,150.06,web
ORD-51027,2025-06-11,C1137,Expedition Pack 65L,packs,5,347.95, retail
ORD-51248,2025-06-11,C1167,Headlamp,hardware,14,43.67,web
ORD-51311,2025-06-11,C1175,Down Jacket,outerwear,6,225.68,web
ORD-51500,2025-06-11,C1203,Rain Shell,outerwear,1,158.14,web
ORD-52319,2025-06-11,C1309,Rain Shell,outerwear,2,159.26,Partner
ORD-52371,2025-06-11,C1318,Expedition Pack 65L,packs,6,332.07,web
ORD-52528,2025-06-11,C1343,Daypack 22L,packs,7,112.95,retail
